id_persona,genero,edad,nacionalidad,categoria_municipio,ingresos,actividad
3937,f,60,1,2,20083315,Estudiante
3938,otro,43,2,6,1737533,Estudiante
3939,f,29,1,2,9262908,Empleado
3940,m,31,1,5,21686255,Independiente
3941,m,42,2,5,19314301,Estudiante
3942,otro,25,1,6,1916417,Independiente
3943,m,60,1,3,19901184,Estudiante
3944,otro,21,1,1,9964497,Otro
3945,f,45,1,4,3859264,Empleado
3946,otro,24,1,4,21954719,Independiente
3947,otro,27,1,6,13218357,Ama de casa
3948,m,53,2,4,9538797,Ama de casa
3949,m,19,1,2,10708043,Estudiante
3950,otro,43,2,5,20430999,Otro
3951,m,31,2,5,2224176,Independiente
3952,m,33,2,6,15478859,Empleado
3953,m,60,1,5,9631996,Otro
3954,otro,59,1,1,1479898,Estudiante
3955,m,34,2,5,4123163,Otro
3956,otro,39,2,5,8078038,Empleado
3957,m,21,2,2,14588599,Otro
3958,f,36,1,3,19922158,Independiente
3959,m,19,1,4,13446246,Estudiante
3960,m,56,1,2,5730518,Empleado
3961,otro,26,2,2,5944039,Estudiante
3962,otro,36,1,2,6672366,Independiente
3963,m,33,1,4,7666559,Empleado
3964,f,42,2,6,6862341,Empleado
3965,m,35,1,2,9840408,Estudiante
3966,m,40,2,3,2115580,Otro
3967,f,38,1,6,18848826,Otro
3968,otro,28,2,5,2134614,Ama de casa
3969,m,56,1,3,3794165,Ama de casa
3970,otro,58,2,6,8275198,Empleado
3971,otro,21,1,5,19734024,Estudiante
3972,f,42,2,5,19636529,Empleado
3973,f,49,2,2,7680420,Estudiante
3974,otro,47,1,2,9095949,Independiente
3975,m,62,1,4,21664901,Ama de casa
3976,otro,43,2,1,8829358,Empleado
3977,m,53,1,3,9334915,Independiente
3978,m,51,2,4,1868402,Otro
3979,f,26,2,4,10678330,Ama de casa
3980,m,29,1,3,9021216,Estudiante
3981,m,19,1,6,18872185,Otro
3982,otro,55,1,3,12919781,Otro
3983,f,22,2,5,3640188,Independiente
3984,m,22,2,1,8837571,Empleado
3985,m,39,1,6,1974356,Empleado
3986,f,22,2,2,8810028,Independiente
3987,otro,21,2,1,10790558,Otro
3988,f,26,1,1,15779607,Ama de casa
3989,f,46,2,2,2561016,Otro
3990,m,39,2,1,20465274,Independiente
3991,m,44,2,6,14889284,Otro
3992,otro,27,1,6,19728237,Otro
3993,m,33,1,6,20647169,Otro
3994,m,59,2,4,16612586,Otro
3995,f,59,1,4,15328269,Ama de casa
3996,m,27,2,6,8378428,Estudiante
3997,otro,23,1,2,2633058,Estudiante
3998,f,22,2,2,4442816,Empleado
3999,otro,23,2,3,19308900,Estudiante
4000,f,42,2,3,6896627,Estudiante
4001,m,21,2,6,6018248,Estudiante
4002,f,57,1,1,20498214,Otro
4003,f,49,2,1,21070028,Otro
4004,m,52,2,2,16383672,Ama de casa
4005,m,27,1,1,11677454,Otro
4006,otro,51,1,5,18730423,Otro
4007,otro,53,2,4,4474748,Estudiante
4008,m,23,2,1,9899611,Ama de casa
4009,m,60,1,1,2822992,Ama de casa
4010,m,33,2,3,9230805,Estudiante
4011,f,36,2,5,20109801,Estudiante
4012,f,51,2,1,9390958,Ama de casa
4013,f,42,2,4,3455769,Independiente
4014,m,48,2,1,16337380,Estudiante
4015,otro,58,2,2,21196711,Estudiante
4016,m,34,2,5,8316301,Ama de casa
4017,f,47,2,1,9576722,Independiente
4018,f,56,2,5,19888170,Independiente
4019,m,48,1,1,10486327,Empleado
4020,m,36,1,4,5709018,Independiente
4021,f,52,1,4,18863112,Estudiante
4022,f,46,2,5,10522039,Otro
4023,f,18,2,6,14651648,Ama de casa
4024,m,21,2,3,17977520,Estudiante
4025,f,45,1,3,11692748,Ama de casa
4026,f,35,1,2,10936206,Independiente
4027,otro,43,2,6,14401512,Ama de casa
4028,m,57,1,3,21325496,Estudiante
4029,otro,36,1,5,16472502,Otro
4030,otro,23,2,3,17227963,Estudiante
4031,f,18,2,2,2898926,Empleado
4032,m,25,1,1,15963267,Ama de casa
4033,f,50,2,3,16163656,Estudiante
4034,m,60,1,5,18140867,Independiente
4035,otro,38,1,5,14735303,Independiente
4036,m,41,1,2,19782965,Estudiante
4037,f,42,2,2,6025538,Empleado
4038,f,60,1,4,6794886,Ama de casa
4039,f,36,1,4,17247604,Empleado
4040,m,46,2,4,14718333,Otro
4041,otro,27,2,1,18250289,Estudiante
4042,otro,29,1,5,9752646,Empleado
4043,m,50,2,4,5380156,Otro
4044,f,24,2,5,14098202,Empleado
4045,otro,34,1,2,5065777,Otro
4046,f,27,2,1,1885561,Independiente
4047,m,48,1,2,16787673,Independiente
4048,f,23,2,5,12160788,Estudiante
4049,otro,34,2,6,10986563,Empleado
4050,otro,54,1,6,15780071,Independiente
4051,f,35,1,4,2706309,Ama de casa
4052,m,43,2,6,21438915,Independiente
4053,f,33,2,2,15928078,Independiente
4054,m,25,2,6,11722437,Empleado
4055,f,41,1,3,7167723,Otro
4056,otro,30,2,1,14983601,Ama de casa
4057,m,46,1,5,6232055,Ama de casa
4058,m,49,2,4,18909460,Otro
4059,m,41,2,2,19498460,Empleado
4060,otro,33,2,1,16108355,Independiente
4061,f,28,2,4,8148865,Otro
4062,otro,49,2,2,19886924,Ama de casa
4063,m,23,1,6,14795466,Ama de casa
4064,f,52,1,5,14535076,Independiente
4065,otro,50,1,3,18153792,Independiente
4066,m,35,2,3,15297570,Estudiante
4067,m,54,1,6,12747844,Otro
4068,otro,30,1,5,18826881,Independiente
4069,otro,27,2,1,21789542,Estudiante
4070,otro,54,2,5,18827203,Empleado
4071,m,43,1,6,12144187,Ama de casa
4072,otro,34,1,2,3440255,Otro
4073,m,18,1,1,6034744,Empleado
4074,otro,42,1,3,15969866,Otro
4075,m,51,1,6,16355767,Otro
4076,m,56,1,2,13886721,Independiente
4077,f,27,1,6,14743725,Estudiante
4078,otro,37,2,4,18283392,Otro
4079,otro,24,1,4,6192401,Empleado
4080,m,33,2,4,8054221,Otro
4081,m,54,2,3,7999697,Estudiante
4082,m,46,2,5,19251770,Ama de casa
4083,f,29,1,1,13092740,Otro
4084,f,34,1,3,16450781,Empleado
4085,m,37,2,2,12141149,Ama de casa
4086,otro,43,1,2,4321673,Ama de casa
4087,otro,36,1,4,13677448,Independiente
4088,f,29,2,1,9704020,Independiente
4089,f,38,1,4,18672976,Otro
4090,m,59,2,2,10747260,Empleado
4091,otro,51,2,2,1810344,Independiente
4092,m,24,2,5,7478310,Estudiante
4093,f,62,2,5,18005148,Estudiante
4094,otro,52,1,5,19410541,Ama de casa
4095,otro,32,2,4,6694981,Ama de casa
4096,f,18,1,6,16603298,Ama de casa
4097,m,43,1,1,16343639,Estudiante
4098,m,52,1,5,10448462,Independiente
4099,otro,42,1,3,9400971,Independiente
4100,f,59,2,5,3734882,Otro
4101,otro,32,2,4,18079900,Empleado
4102,f,39,2,1,6075595,Estudiante
4103,m,23,2,5,17861421,Ama de casa
4104,f,32,2,1,5944771,Empleado
4105,m,41,1,3,14764652,Ama de casa
4106,f,38,2,2,18970748,Empleado
4107,otro,24,1,1,12616726,Empleado
4108,m,46,1,6,19233035,Independiente
4109,otro,49,2,5,1525591,Otro
4110,otro,49,1,4,17395072,Otro
4111,m,22,1,6,6681051,Ama de casa
4112,m,21,2,6,16407412,Estudiante
4113,otro,39,2,4,9161414,Otro
4114,otro,35,2,4,9232150,Estudiante
4115,otro,52,1,4,11732410,Ama de casa
4116,otro,34,2,6,19196239,Estudiante
4117,m,41,2,1,11737867,Empleado
4118,m,19,1,4,19638475,Empleado
4119,otro,30,2,2,8495813,Ama de casa
4120,f,32,1,6,13738016,Estudiante
4121,f,22,1,6,6337105,Estudiante
4122,m,20,2,6,6186670,Ama de casa
4123,otro,54,1,3,7480090,Otro
4124,otro,54,1,1,12641046,Independiente
4125,m,54,2,1,4196436,Otro
4126,f,20,2,4,2517408,Independiente
4127,f,52,2,6,7256411,Estudiante
4128,f,40,1,6,21846088,Independiente
4129,m,45,1,4,6559856,Independiente
4130,f,47,2,1,5125831,Estudiante
4131,m,35,2,4,19021330,Empleado
4132,m,53,2,4,19790569,Independiente
4133,otro,50,1,4,9143044,Ama de casa
4134,f,43,2,4,4496890,Otro
4135,m,57,1,4,13277181,Estudiante
4136,f,34,2,5,20183247,Estudiante
4137,f,57,1,5,13099860,Independiente
4138,otro,24,1,6,4335219,Empleado
4139,f,25,2,6,18429571,Empleado
4140,otro,48,1,5,7093677,Otro
4141,m,29,1,1,3245352,Otro
4142,f,48,2,3,5000225,Empleado
4143,m,61,2,1,4424798,Empleado
4144,f,36,1,6,20973915,Empleado
4145,m,27,1,5,3280961,Independiente
4146,f,56,1,1,18102962,Ama de casa
4147,f,29,2,3,19666710,Otro
4148,f,37,1,4,15322910,Estudiante
4149,f,54,1,2,2647214,Empleado
4150,f,58,2,5,10091788,Empleado
4151,f,24,2,5,21458975,Ama de casa
4152,f,31,2,3,4376828,Empleado
4153,f,28,2,4,16243612,Otro
4154,f,24,2,4,19843934,Empleado
4155,m,46,1,2,9906413,Ama de casa
4156,otro,27,1,4,20729211,Independiente
4157,f,46,1,3,17066009,Otro
4158,otro,26,2,6,21205103,Independiente
4159,f,53,2,4,5550983,Estudiante
4160,f,27,2,6,8520867,Ama de casa
4161,m,36,1,6,2279878,Estudiante
4162,m,48,2,3,1615233,Estudiante
4163,otro,34,2,5,10792369,Estudiante
4164,m,26,2,5,21874685,Estudiante
4165,m,62,1,5,6455311,Ama de casa
4166,otro,50,2,1,13177309,Independiente
4167,m,51,2,5,15226265,Empleado
4168,f,62,1,3,8292773,Estudiante
4169,otro,41,2,2,19646185,Empleado
4170,otro,26,2,4,16958461,Empleado
4171,f,24,2,5,4077392,Estudiante
4172,m,33,1,1,19481301,Otro
4173,otro,36,2,6,15780362,Empleado
4174,otro,56,2,1,8738962,Otro
4175,f,23,1,3,7924837,Independiente
4176,f,28,1,2,18854463,Empleado
4177,m,29,2,5,5798724,Ama de casa
4178,otro,59,1,5,10151165,Independiente
4179,m,30,2,1,12421911,Independiente
4180,m,29,1,3,17336045,Otro
4181,f,38,2,1,17264401,Estudiante
4182,otro,27,2,1,5172114,Ama de casa
4183,otro,37,2,2,13205716,Ama de casa
4184,otro,53,1,3,9621546,Otro
4185,f,45,1,2,14555458,Otro
4186,f,41,2,3,19050972,Independiente
4187,f,22,2,5,20057539,Otro
4188,f,54,2,4,14540552,Estudiante
4189,f,29,2,6,1457497,Independiente
4190,otro,52,1,4,14706246,Independiente
4191,m,57,1,3,8599210,Independiente
4192,otro,19,2,4,4071668,Ama de casa
4193,m,58,1,1,9664616,Ama de casa
4194,f,62,1,5,4577610,Independiente
4195,m,56,1,6,6909060,Estudiante
4196,otro,59,2,6,9888397,Empleado
4197,otro,26,2,6,4486970,Independiente
4198,m,39,1,5,13753595,Otro
4199,f,22,1,4,11999450,Empleado
4200,f,29,2,6,19124960,Ama de casa
4201,otro,18,2,6,6532479,Ama de casa
4202,m,61,2,3,10309972,Empleado
4203,f,39,1,1,8118213,Otro
4204,f,55,1,3,18446170,Ama de casa
4205,otro,36,1,4,16789494,Ama de casa
4206,f,33,2,5,3108322,Independiente
4207,m,48,2,5,15758952,Estudiante
4208,otro,20,2,3,11920959,Otro
4209,otro,40,2,2,15984768,Independiente
4210,m,59,2,3,7343967,Estudiante
4211,otro,35,1,2,6144523,Ama de casa
4212,f,43,1,3,19329171,Estudiante
4213,f,30,1,2,5804569,Ama de casa
4214,m,35,2,2,13749467,Independiente
4215,f,20,1,6,20748373,Ama de casa
4216,m,40,2,6,18358609,Estudiante
4217,m,20,1,2,8561920,Independiente
4218,f,42,1,2,2479212,Estudiante
4219,m,44,2,1,3640401,Estudiante
4220,f,61,1,2,13008422,Empleado
4221,otro,44,1,6,6386205,Ama de casa
4222,otro,56,1,2,15559662,Ama de casa
4223,m,42,1,5,2965267,Estudiante
4224,f,41,1,1,4866934,Ama de casa
4225,f,25,1,2,16558405,Otro
4226,otro,26,1,6,20852054,Ama de casa
4227,otro,54,2,6,21154083,Independiente
4228,f,47,1,4,8603584,Ama de casa
4229,m,36,2,6,6406570,Otro
4230,otro,33,1,1,19559139,Estudiante
4231,m,41,2,6,21896462,Ama de casa
4232,m,61,2,5,15913572,Independiente
4233,otro,38,1,3,4984078,Otro
4234,m,53,2,5,11882486,Empleado
4235,m,57,2,5,16334112,Estudiante
4236,f,56,1,1,12703382,Estudiante
4237,m,23,2,1,21435308,Estudiante
4238,f,22,1,4,6277014,Otro
4239,otro,31,2,6,5389215,Ama de casa
4240,otro,62,2,4,6485308,Ama de casa
4241,f,59,2,1,3679924,Ama de casa
4242,otro,21,2,6,14078058,Ama de casa
4243,m,25,1,1,7449533,Estudiante
4244,m,41,1,1,5904625,Empleado
4245,m,28,1,3,21553722,Estudiante
4246,otro,34,1,5,10914523,Empleado
4247,m,38,1,4,13719044,Empleado
4248,otro,43,2,4,7544995,Ama de casa
4249,m,60,1,2,10003383,Independiente
4250,f,61,2,3,21709126,Otro
4251,otro,62,1,1,15579842,Independiente
4252,otro,44,1,1,13272420,Empleado
4253,m,33,1,3,11434941,Independiente
4254,otro,43,1,6,5470132,Empleado
4255,otro,50,2,4,3482770,Estudiante
4256,f,48,1,1,8612026,Estudiante
4257,f,23,2,2,8726386,Ama de casa
4258,m,61,2,4,8784277,Otro
4259,f,25,1,5,14517075,Estudiante
4260,m,24,2,3,19357366,Otro
4261,m,51,2,4,3347770,Ama de casa
4262,m,61,1,5,2180079,Otro
4263,otro,31,2,2,8644555,Estudiante
4264,f,33,1,6,9326538,Estudiante
4265,m,60,1,3,3938511,Independiente
4266,f,26,2,6,3173114,Independiente
4267,m,27,2,1,16577740,Independiente
4268,f,34,2,6,20230813,Otro
4269,f,29,2,1,8284030,Estudiante
4270,m,23,2,5,4700134,Ama de casa
4271,otro,36,2,4,1546438,Empleado
4272,f,60,2,2,21977480,Estudiante
4273,otro,58,1,5,12543305,Independiente
4274,otro,46,1,2,11087286,Independiente
4275,m,23,1,6,6775127,Otro
4276,m,42,2,2,18354740,Independiente
4277,m,41,2,6,16303569,Otro
4278,f,42,2,2,2266542,Ama de casa
4279,m,33,1,3,18663616,Independiente
4280,m,33,1,5,12508258,Otro
4281,f,23,1,3,7535014,Independiente
4282,f,54,2,4,6758126,Otro
4283,m,38,1,4,11413656,Estudiante
4284,m,21,1,1,16325231,Otro
4285,m,51,2,1,12907144,Empleado
4286,m,45,1,1,21908597,Ama de casa
4287,otro,55,1,4,10367113,Estudiante
4288,otro,58,1,2,21320226,Ama de casa
4289,m,45,2,6,11389523,Estudiante
4290,otro,34,1,2,10799192,Independiente
4291,f,31,2,5,18868451,Otro
4292,otro,24,2,4,4376475,Independiente
4293,otro,39,1,6,3933360,Ama de casa
4294,m,18,1,6,11228917,Ama de casa
4295,otro,46,2,6,19229332,Estudiante
4296,otro,48,2,1,16092735,Ama de casa
4297,otro,47,2,6,2718711,Otro
4298,otro,32,2,6,16396282,Ama de casa
4299,f,35,2,4,13549676,Independiente
4300,m,52,1,2,7303875,Otro
4301,m,47,2,2,4258386,Ama de casa
4302,f,51,1,3,10512046,Empleado
4303,otro,59,2,3,17793921,Empleado
4304,f,28,1,5,5012817,Independiente
4305,otro,44,2,4,9613262,Estudiante
4306,f,41,1,3,15768632,Estudiante
4307,m,52,1,3,4721636,Ama de casa
4308,m,56,2,4,3221718,Otro
4309,m,25,2,2,15572734,Estudiante
4310,otro,35,1,5,8306827,Empleado
4311,otro,30,1,5,8866259,Estudiante
4312,f,62,1,5,17966202,Empleado
4313,f,41,2,3,9533268,Estudiante
4314,m,40,2,2,6995796,Independiente
4315,otro,29,2,5,6031350,Otro
4316,f,47,2,4,4372700,Ama de casa
4317,otro,48,1,5,13102847,Empleado
4318,otro,45,2,1,1558787,Estudiante
4319,m,39,2,2,2104467,Ama de casa
4320,m,61,2,1,5660698,Empleado
4321,otro,45,2,2,20128327,Empleado
4322,otro,30,2,6,14306721,Independiente
4323,otro,42,1,4,9011694,Estudiante
4324,otro,61,2,6,6138728,Ama de casa
4325,m,24,1,3,20750458,Estudiante
4326,f,62,2,3,17586288,Estudiante
4327,m,23,2,6,16758105,Otro
4328,f,41,2,2,8585248,Empleado
4329,otro,36,2,5,11359059,Empleado
4330,f,36,1,1,4415473,Otro
4331,m,53,1,4,18414583,Otro
4332,m,26,2,5,1773748,Estudiante
4333,otro,53,1,3,6014189,Empleado
4334,m,55,1,5,17231558,Ama de casa
4335,otro,57,2,6,17036004,Independiente
4336,m,46,1,6,16842734,Otro
4337,m,41,1,1,12600150,Ama de casa
4338,otro,22,2,3,9291958,Ama de casa
4339,f,59,2,2,16302538,Estudiante
4340,m,62,1,4,4625728,Otro
4341,f,43,2,6,17610579,Ama de casa
4342,m,31,2,4,17642662,Independiente
4343,m,56,2,3,11100133,Ama de casa
4344,m,46,1,2,11864186,Independiente
4345,m,23,2,6,15838005,Independiente
4346,f,24,2,1,17471029,Independiente
4347,f,54,1,4,21758258,Otro
4348,m,35,1,3,6017928,Independiente
4349,m,40,1,4,14481343,Otro
4350,f,61,1,2,12502724,Ama de casa
4351,otro,55,1,1,7516294,Independiente
4352,otro,18,2,2,15418978,Empleado
4353,f,21,1,6,6489926,Ama de casa
4354,m,61,2,5,20873859,Empleado
4355,m,52,1,2,12487665,Empleado
4356,otro,40,2,2,3878607,Estudiante
4357,otro,44,2,4,20901868,Otro
4358,f,43,1,2,5361165,Estudiante
4359,otro,25,1,3,8701400,Otro
4360,f,60,1,6,4318557,Estudiante
4361,otro,33,1,4,4353560,Ama de casa
4362,otro,58,1,4,5545098,Empleado
4363,otro,20,1,5,18523327,Ama de casa
4364,m,49,2,6,8326182,Otro
4365,m,22,2,3,21581897,Empleado
4366,m,37,2,6,18078028,Empleado
4367,otro,31,2,2,16302710,Otro
4368,f,49,2,5,17211953,Ama de casa
4369,f,43,1,3,18364249,Empleado
4370,f,23,1,5,6435298,Ama de casa
4371,f,53,2,6,19247544,Ama de casa
4372,m,57,2,1,11547628,Ama de casa
4373,m,22,1,6,21722834,Empleado
4374,otro,30,1,2,4514993,Independiente
4375,otro,49,1,5,18090101,Estudiante
4376,f,33,1,1,15305470,Otro
4377,m,18,2,2,16607463,Ama de casa
4378,f,30,2,5,2009566,Empleado
4379,otro,28,1,5,2372958,Otro
4380,otro,25,1,6,16943292,Independiente
4381,f,42,2,5,14242911,Independiente
4382,otro,57,2,5,15645187,Empleado
4383,f,49,2,4,5808445,Ama de casa
4384,m,41,1,5,8945965,Independiente
4385,f,45,2,6,7176515,Independiente
4386,m,31,1,4,5354216,Independiente
4387,m,62,1,4,16545767,Empleado
4388,otro,20,1,1,19852986,Otro
4389,otro,53,2,2,1779539,Estudiante
4390,otro,44,2,4,4432154,Empleado
4391,f,37,1,3,7439885,Ama de casa
4392,f,32,2,4,3369562,Empleado
4393,otro,44,1,3,15992965,Empleado
4394,f,62,2,1,11484662,Estudiante
4395,otro,58,1,3,10805408,Estudiante
4396,f,45,1,1,6818995,Estudiante
4397,m,42,2,1,2393638,Otro
4398,m,59,2,1,14358536,Empleado
4399,otro,61,1,3,7816306,Ama de casa
4400,f,50,2,3,7424895,Estudiante
4401,f,31,1,1,16193001,Estudiante
4402,m,25,1,1,4197581,Empleado
4403,m,31,1,2,10320475,Ama de casa
4404,otro,18,1,1,5290822,Estudiante
4405,m,33,1,5,5201857,Empleado
4406,otro,35,1,2,17348824,Independiente
4407,m,24,1,2,16351984,Otro
4408,m,32,1,2,6436557,Empleado
4409,f,41,2,5,14382349,Estudiante
4410,m,30,2,2,2384896,Ama de casa
4411,m,26,1,2,21641084,Independiente
4412,otro,32,1,3,1776034,Ama de casa
4413,m,52,1,6,21965997,Ama de casa
4414,otro,41,2,3,2733645,Ama de casa
4415,m,50,1,1,6874510,Empleado
4416,m,33,1,1,16824944,Empleado
4417,otro,25,1,4,14483515,Otro
4418,f,46,2,6,10640849,Independiente
4419,otro,40,2,5,4208811,Ama de casa
4420,otro,62,2,3,18017319,Estudiante
4421,otro,48,1,1,12116595,Ama de casa
4422,f,57,1,5,17345359,Independiente
4423,m,31,2,2,14210548,Ama de casa
4424,otro,47,1,5,11947263,Empleado
4425,otro,56,2,3,7553761,Empleado
4426,f,44,2,6,9078438,Independiente
4427,otro,33,1,4,18093024,Otro
4428,m,23,1,3,13751327,Ama de casa
4429,f,50,1,6,16663901,Independiente
4430,m,61,1,1,18056265,Estudiante
4431,m,35,2,1,16808794,Estudiante
4432,f,33,2,5,12492337,Otro
4433,otro,29,2,3,4262587,Empleado
4434,m,37,2,1,13036076,Independiente
4435,m,62,2,2,12173156,Ama de casa
4436,m,57,2,2,20962594,Independiente
4437,m,46,1,4,20150687,Otro
4438,f,47,2,5,14789328,Independiente
4439,f,43,1,1,8932101,Otro
4440,m,39,1,4,5576568,Otro
4441,otro,50,2,2,21353497,Otro
4442,m,56,2,4,5256919,Independiente
4443,otro,46,1,4,2200139,Estudiante
4444,m,39,1,1,18582104,Ama de casa
4445,otro,62,2,1,4937245,Otro
4446,m,30,2,1,3578871,Empleado
4447,otro,26,1,5,20178022,Otro
4448,m,41,2,4,12371427,Independiente
4449,m,32,2,4,19689431,Otro
4450,otro,53,2,5,19490812,Empleado
4451,f,30,2,2,13350644,Estudiante
4452,otro,44,2,3,2154830,Independiente
4453,f,61,1,2,2239427,Independiente
4454,m,54,2,5,8432773,Independiente
4455,otro,24,2,4,7474204,Empleado
4456,otro,25,1,4,5522864,Independiente
4457,otro,54,1,1,7908093,Estudiante
4458,f,58,2,1,13732320,Ama de casa
4459,f,31,2,4,5209105,Ama de casa
4460,m,29,1,4,21855454,Otro
4461,f,53,2,6,8611340,Ama de casa
4462,f,57,2,1,14066665,Empleado
4463,m,34,2,1,12608151,Ama de casa
4464,otro,57,1,2,5801241,Empleado
4465,otro,46,2,4,20525508,Empleado
4466,m,44,2,4,1604756,Otro
4467,otro,18,1,5,17600543,Ama de casa
4468,f,51,2,2,4120145,Otro
4469,m,21,2,3,7246606,Independiente
4470,m,41,2,3,19830394,Estudiante
4471,m,38,2,3,21638828,Ama de casa
4472,otro,50,1,6,8153848,Independiente
4473,m,24,1,1,8641990,Independiente
4474,m,18,2,3,14061922,Otro
4475,m,58,2,5,10461767,Otro
4476,otro,20,2,1,16900085,Estudiante
4477,f,61,2,1,7463707,Estudiante
4478,m,32,1,3,18344121,Estudiante
4479,f,48,1,1,18528494,Estudiante
4480,otro,33,1,2,2682551,Otro
4481,otro,27,2,2,16749008,Empleado
4482,otro,46,2,3,20176393,Otro
4483,otro,23,2,5,15526447,Empleado
4484,f,46,1,1,9572890,Otro
4485,m,34,1,4,20682779,Otro
4486,otro,39,1,3,4040117,Estudiante
4487,otro,41,1,6,14261725,Empleado
4488,f,34,1,1,9484725,Independiente
4489,f,38,2,3,10117215,Independiente
4490,otro,28,2,3,8803111,Independiente
4491,m,24,2,5,6817356,Estudiante
4492,m,59,1,4,18849309,Independiente
4493,otro,56,2,1,14900467,Otro
4494,f,22,2,3,5031792,Estudiante
4495,otro,61,1,3,21966643,Independiente
4496,otro,38,1,1,17914284,Estudiante
4497,f,35,1,3,21139131,Otro
4498,otro,52,2,3,8257184,Estudiante
4499,otro,37,1,3,1481407,Independiente
4500,otro,32,2,2,19461228,Estudiante
4501,f,22,2,2,11153226,Ama de casa
4502,m,30,1,4,10048086,Independiente
4503,m,29,2,5,20680844,Otro
4504,f,38,1,1,10300001,Empleado
4505,m,54,1,5,13634865,Estudiante
4506,otro,23,2,5,15823264,Estudiante
4507,m,24,2,2,15777335,Independiente
4508,otro,43,2,4,10685530,Independiente
4509,m,59,1,5,4910235,Ama de casa
4510,f,25,2,5,21444576,Otro
4511,m,26,1,3,20044209,Estudiante
4512,m,44,1,1,13134060,Estudiante
4513,m,21,2,4,4510906,Empleado
4514,f,38,2,1,5946121,Estudiante
4515,m,48,2,2,2459858,Estudiante
4516,f,38,2,5,14515384,Ama de casa
4517,otro,57,1,5,16205840,Empleado
4518,m,42,2,6,2573154,Estudiante
4519,f,56,1,1,20366177,Estudiante
4520,f,32,2,2,7242789,Otro
4521,m,52,2,6,19848771,Estudiante
4522,otro,60,2,6,21765901,Ama de casa
4523,f,58,1,3,5163188,Estudiante
4524,m,54,2,6,17081484,Estudiante
4525,otro,59,1,6,11493714,Independiente
4526,f,45,2,3,17713164,Estudiante
4527,f,31,2,5,19972034,Empleado
4528,otro,21,1,5,5500216,Independiente
4529,otro,37,1,4,6575775,Empleado
4530,m,51,2,6,20747056,Empleado
4531,m,29,2,1,4302088,Ama de casa
4532,f,50,1,5,2317501,Estudiante
4533,otro,41,2,2,12768030,Empleado
4534,otro,37,1,1,17888830,Estudiante
4535,otro,22,2,4,10134402,Estudiante
4536,f,55,1,6,17285014,Ama de casa
4537,otro,47,1,3,2359521,Ama de casa
4538,otro,41,1,4,18069505,Empleado
4539,f,60,1,1,16749186,Empleado
4540,m,57,1,3,5634475,Independiente
4541,m,24,2,2,13773095,Estudiante
4542,f,53,2,3,2280060,Estudiante
4543,otro,55,2,3,12497271,Ama de casa
4544,f,33,2,2,14243313,Ama de casa
4545,m,32,2,5,7924881,Empleado
4546,m,40,2,5,5692619,Independiente
4547,f,29,2,3,16566332,Independiente
4548,f,46,2,3,5943072,Ama de casa
4549,m,61,2,4,15986522,Ama de casa
4550,f,32,1,5,3922678,Independiente
4551,m,46,1,2,14040193,Independiente
4552,f,62,2,6,16424478,Empleado
4553,f,60,1,6,5794480,Independiente
4554,f,38,2,3,15716853,Estudiante
4555,m,32,1,3,13801332,Independiente
4556,f,31,1,6,20086720,Otro
4557,m,59,1,4,18579019,Independiente
4558,m,61,2,4,17778670,Ama de casa
4559,f,33,2,4,20408552,Ama de casa
4560,f,32,2,1,13788792,Otro
4561,m,59,2,2,15818328,Estudiante
4562,m,21,1,1,5577235,Independiente
4563,otro,44,2,3,2092772,Independiente
4564,m,40,1,4,8162493,Otro
4565,otro,46,2,4,6433114,Empleado
4566,otro,58,1,6,3613790,Empleado
4567,otro,26,1,6,2288012,Estudiante
4568,f,60,1,4,21601114,Independiente
4569,f,60,1,5,3158245,Independiente
4570,m,24,2,6,19758695,Independiente
4571,otro,59,2,2,20406838,Ama de casa
4572,f,21,1,1,18460452,Empleado
4573,f,22,2,2,16335538,Otro
4574,f,22,2,6,15188946,Ama de casa
4575,f,28,1,4,19450840,Ama de casa
4576,f,58,2,3,11954263,Empleado
4577,otro,45,2,5,2055600,Independiente
4578,otro,33,2,6,9360259,Estudiante
4579,otro,58,1,2,20455717,Otro
4580,otro,47,2,3,18058485,Empleado
4581,m,21,1,6,19073327,Estudiante
4582,otro,19,1,4,9865620,Empleado
4583,f,20,1,4,19691335,Empleado
4584,otro,38,2,4,1950040,Empleado
4585,m,23,2,4,20408561,Empleado
4586,f,60,2,6,16103901,Independiente
4587,otro,35,1,5,10282403,Ama de casa
4588,otro,61,2,5,8746061,Empleado
4589,otro,22,1,2,6909642,Estudiante
4590,f,26,2,6,16684349,Estudiante
4591,f,37,1,4,1666977,Estudiante
4592,m,45,2,5,17350901,Ama de casa
4593,f,43,2,6,17108628,Ama de casa
4594,f,35,2,3,21992139,Estudiante
4595,otro,36,1,5,6751149,Independiente
4596,f,20,1,5,2311046,Ama de casa
4597,otro,26,2,2,20334816,Ama de casa
4598,otro,53,1,5,9205773,Independiente
4599,f,48,1,3,19089627,Empleado
4600,m,34,1,4,5171356,Ama de casa
4601,m,40,2,1,20641258,Estudiante
4602,f,51,2,2,5520261,Estudiante
4603,m,58,2,3,9950992,Independiente
4604,otro,58,1,2,6983018,Estudiante
4605,otro,22,2,6,3260892,Otro
4606,f,32,1,4,13502146,Estudiante
4607,m,20,1,5,15060111,Independiente
4608,m,36,2,6,17425244,Independiente
